"turno","fontes","clima","estacao","diaUtil","naMedia"
"tarde","direct","claro","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","direct","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","facebook page","claro","verao","sim","No"
"noite","direct","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","facebook page","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","web","claro","verao","sim","Yes"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite",NA,"nublado","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","No"
"manha","web","garoando","verao","sim","Yes"
"manha","direct","nublado","verao","sim","No"
"manha","web","nublado","verao","sim","No"
"manha","ad campaign","nublado","verao","sim","No"
"manha","web","nublado","verao","sim","No"
"manha","direct","nublado","verao","sim","No"
"manha","direct","nublado","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","web","garoando","verao","sim","Yes"
"tarde","twitter","garoando","verao","sim","Yes"
"tarde","facebook page","garoando","verao","sim","Yes"
"tarde","ad campaign","garoando","verao","sim","Yes"
"tarde","facebook page","garoando","verao","sim","Yes"
"tarde","ad campaign","garoando","verao","sim","Yes"
"noite","web","garoando","verao","sim","No"
"noite","facebook page","garoando","verao","sim","No"
"noite","web","garoando","verao","sim","Yes"
"noite","web","garoando","verao","sim","No"
"noite","ad campaign","nublado","verao","nao","No"
"noite",NA,"nublado","verao","nao","No"
"noite","web","nublado","verao","nao","No"
"noite","twitter","claro","verao","nao","Yes"
"noite","ad campaign","claro","verao","nao","Yes"
"noite","direct","claro","verao","nao","Yes"
"manha","web","nublado","verao","nao","Yes"
"manha","web","claro","verao","nao","Yes"
"manha","web","claro","verao","nao","No"
"manha","direct","claro","verao","nao","No"
"manha","ad campaign","claro","verao","nao","No"
"manha","twitter","claro","verao","nao","No"
"manha","ad campaign","claro","verao","nao","No"
"tarde","ad campaign","claro","verao","nao","No"
"tarde","facebook page","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"tarde","twitter","claro","verao","nao","No"
"tarde","twitter","claro","verao","nao","No"
"tarde","ad campaign","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"noite","direct","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","direct","claro","verao","nao","No"
"noite","facebook page","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","facebook page","claro","verao","nao","No"
"noite","ad campaign","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","ad campaign","claro","verao","nao","Yes"
"noite","web","claro","verao","nao","Yes"
"manha","web","claro","verao","nao","Yes"
"manha","twitter","claro","verao","nao","Yes"
"manha","ad campaign","claro","verao","nao","Yes"
"manha","direct","claro","verao","nao","No"
"manha","blog","claro","verao","nao","No"
"manha","web","claro","verao","nao","No"
"manha","ad campaign","claro","verao","nao","No"
"tarde","direct","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"tarde","ad campaign","claro","verao","nao","No"
"tarde","ad campaign","claro","verao","nao","No"
"tarde","facebook page","claro","verao","nao","No"
"tarde","ad campaign","claro","verao","nao","No"
"noite","ad campaign","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","facebook page","garoando","verao","sim","Yes"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite","twitter","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"manha","ad campaign","claro","verao","sim","Yes"
"manha","facebook page","claro","verao","sim","No"
"manha","twitter","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","twitter","claro","verao","sim","No"
"manha","ad campaign","claro","verao","sim","No"
"tarde","twitter","claro","verao","sim","Yes"
"tarde","direct","claro","verao","sim","Yes"
"tarde","facebook page","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","direct","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","twitter","claro","verao","sim","No"
"noite","web","claro","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite","web","garoando","verao","sim","Yes"
"noite","ad campaign","garoando","verao","sim","Yes"
"noite","direct","garoando","verao","sim","Yes"
"noite","ad campaign","garoando","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","ad campaign","claro","verao","sim","No"
"manha","web","nublado","verao","sim","No"
"manha","web","nublado","verao","sim","No"
"manha","ad campaign","nublado","verao","sim","No"
"manha","facebook page","nublado","verao","sim","No"
"manha",NA,"nublado","verao","sim","No"
"tarde","facebook page","nublado","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","Yes"
"tarde","facebook page","nublado","verao","sim","Yes"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","facebook page","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","direct","claro","verao","sim","Yes"
"noite","direct","claro","verao","sim","Yes"
"noite","direct","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","ad campaign","claro","verao","sim","No"
"manha","ad campaign","claro","verao","sim","Yes"
"manha",NA,"claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","facebook page","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","ad campaign","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","ad campaign","garoando","verao","sim","No"
"tarde","facebook page","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","blog","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","direct","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","facebook page","claro","verao","sim","Yes"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","direct","claro","verao","sim","Yes"
"manha","web","claro","verao","sim","Yes"
"manha","blog","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","direct","claro","verao","sim","No"
"manha","ad campaign","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","ad campaign","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","Yes"
"tarde","web","claro","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","twitter","claro","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"noite","twitter","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","twitter","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","direct","claro","verao","sim","Yes"
"noite","twitter","claro","verao","sim","Yes"
"noite","direct","claro","verao","sim","Yes"
"manha","direct","claro","verao","sim","Yes"
"manha","ad campaign","claro","verao","sim","No"
"manha","ad campaign","claro","verao","sim","No"
"manha","ad campaign","claro","verao","sim","No"
"manha","twitter","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"noite","twitter","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","facebook page","claro","verao","sim","No"
"noite","web","claro","verao","nao","No"
"noite","direct","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","direct","claro","verao","nao","Yes"
"noite","web","claro","verao","nao","Yes"
"manha","direct","claro","verao","nao","Yes"
"manha","twitter","claro","verao","nao","Yes"
"manha","direct","claro","verao","nao","No"
"manha","web","claro","verao","nao","No"
"manha","facebook page","claro","verao","nao","No"
"manha","web","claro","verao","nao","No"
"manha","twitter","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"tarde","direct","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"tarde","ad campaign","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","twitter","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","facebook page","claro","verao","nao","No"
"noite","twitter","claro","verao","nao","Yes"
"noite","web","claro","verao","nao","Yes"
"noite","ad campaign","claro","verao","nao","Yes"
"manha","ad campaign","claro","verao","nao","Yes"
"manha","web","claro","verao","nao","Yes"
"manha","ad campaign","claro","verao","nao","No"
"manha","ad campaign","claro","verao","nao","No"
"manha","ad campaign","claro","verao","nao","No"
"manha","web","claro","verao","nao","No"
"manha",NA,"claro","verao","nao","No"
"tarde","ad campaign","claro","verao","nao","No"
"tarde","twitter","claro","verao","nao","No"
"tarde","direct","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"tarde","facebook page","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"noite","ad campaign","claro","verao","nao","No"
"noite","ad campaign","claro","verao","nao","No"
"noite","direct","claro","verao","nao","No"
"noite","twitter","claro","verao","nao","No"
"noite","direct","claro","verao","sim","No"
"noite","web","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","facebook page","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","facebook page","claro","verao","sim","No"
"manha","web","claro","verao","sim","Yes"
"manha","web","claro","verao","sim","No"
"manha","ad campaign","claro","verao","sim","No"
"manha","blog","claro","verao","sim","No"
"manha","web","claro","verao","sim","Yes"
"manha","ad campaign","nublado","verao","sim","No"
"manha","facebook page","nublado","verao","sim","No"
"tarde","ad campaign","nublado","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","Yes"
"tarde","ad campaign","claro","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","No"
"tarde","direct","nublado","verao","sim","No"
"tarde","web","nublado","verao","sim","No"
"tarde","web","nublado","verao","sim","No"
"noite","web","nublado","verao","sim","No"
"noite","web","nublado","verao","sim","No"
"noite","web","nublado","verao","sim","No"
"noite","ad campaign","nublado","verao","sim","No"
"noite",NA,"nublado","verao","sim","Yes"
"noite","web","nublado","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite","ad campaign","garoando","verao","sim","Yes"
"noite","web","garoando","verao","sim","Yes"
"manha","ad campaign","nublado","verao","sim","Yes"
"manha","web","garoando","verao","sim","No"
"manha","web","nublado","verao","sim","No"
"manha","web","nublado","verao","sim","No"
"manha","web","garoando","verao","sim","Yes"
"manha","twitter","garoando","verao","sim","Yes"
"manha","ad campaign","garoando","verao","sim","Yes"
"tarde","web","garoando","verao","sim","Yes"
"tarde","ad campaign","garoando","verao","sim","Yes"
"tarde","twitter","garoando","verao","sim","Yes"
"tarde","twitter","nublado","verao","sim","Yes"
"tarde","web","nublado","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","facebook page","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","facebook page","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","ad campaign","garoando","verao","sim","No"
"noite","web","nublado","verao","sim","Yes"
"noite","twitter","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","twitter","claro","verao","sim","Yes"
"noite",NA,"claro","verao","sim","Yes"
"noite","twitter","claro","verao","sim","No"
"manha","blog","claro","verao","sim","No"
"manha","ad campaign","claro","verao","sim","No"
"manha","direct","nublado","verao","sim","No"
"manha","ad campaign","nublado","verao","sim","No"
"manha","ad campaign","nublado","verao","sim","No"
"manha","ad campaign","nublado","verao","sim","No"
"manha","web","nublado","verao","sim","No"
"tarde","twitter","nublado","verao","sim","Yes"
"tarde","web","nublado","verao","sim","No"
"tarde","web","claro","verao","sim","Yes"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","facebook page","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","facebook page","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","facebook page","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","ad campaign","claro","verao","sim","No"
"manha","facebook page","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","ad campaign","nublado","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","facebook page","claro","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","facebook page","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","blog","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","facebook page","claro","verao","sim","No"
"noite","direct","nublado","verao","sim","No"
"noite","twitter","nublado","verao","sim","No"
"noite","blog","claro","verao","sim","No"
"noite","direct","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","blog","claro","verao","sim","Yes"
"manha","ad campaign","claro","verao","sim","Yes"
"manha","ad campaign","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","facebook page","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","twitter","claro","verao","sim","No"
"tarde","twitter","claro","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","twitter","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","web","claro","verao","nao","No"
"noite","ad campaign","claro","verao","nao","No"
"noite","direct","claro","verao","nao","No"
"noite","ad campaign","claro","verao","nao","Yes"
"noite","twitter","claro","verao","nao","Yes"
"noite","direct","claro","verao","nao","Yes"
"manha","ad campaign","claro","verao","nao","Yes"
"manha","direct","claro","verao","nao","Yes"
"manha","ad campaign","claro","verao","nao","No"
"manha",NA,"claro","verao","nao","No"
"manha","web","claro","verao","nao","No"
"manha","ad campaign","claro","verao","nao","No"
"manha","blog","claro","verao","nao","No"
"tarde","ad campaign","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"tarde","ad campaign","claro","verao","nao","No"
"tarde","facebook page","nublado","verao","nao","No"
"tarde","ad campaign","nublado","verao","nao","No"
"tarde","twitter","nublado","verao","nao","No"
"tarde","web","nublado","verao","nao","No"
"noite","web","nublado","verao","nao","No"
"noite","web","nublado","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","facebook page","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","web","claro","verao","nao","Yes"
"noite","twitter","claro","verao","nao","Yes"
"noite","ad campaign","claro","verao","nao","Yes"
"manha","web","claro","verao","nao","Yes"
"manha","twitter","claro","verao","nao","Yes"
"manha",NA,"claro","verao","nao","Yes"
"manha","facebook page","claro","verao","nao","No"
"manha","web","claro","verao","nao","No"
"manha","ad campaign","claro","verao","nao","No"
"manha","blog","claro","verao","nao","No"
"tarde","direct","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"tarde","ad campaign","claro","verao","nao","No"
"tarde","ad campaign","claro","verao","nao","No"
"tarde","twitter","claro","verao","nao","No"
"tarde","web","claro","verao","nao","No"
"tarde","direct","claro","verao","nao","No"
"noite","ad campaign","claro","verao","nao","No"
"noite","web","claro","verao","nao","No"
"noite","ad campaign","claro","verao","nao","No"
"noite","ad campaign","claro","verao","nao","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","web","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","web","nublado","verao","sim","Yes"
"noite","direct","nublado","verao","sim","Yes"
"noite","web","garoando","verao","sim","Yes"
"manha","ad campaign","garoando","verao","sim","Yes"
"manha","direct","garoando","verao","sim","Yes"
"manha","direct","nublado","verao","sim","No"
"manha","ad campaign","nublado","verao","sim","No"
"manha","ad campaign","garoando","verao","sim","Yes"
"manha","ad campaign","nublado","verao","sim","Yes"
"manha","direct","garoando","verao","sim","Yes"
"tarde","web","nublado","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","Yes"
"tarde","web","nublado","verao","sim","Yes"
"tarde","ad campaign","nublado","verao","sim","No"
"tarde","facebook page","nublado","verao","sim","No"
"tarde","web","nublado","verao","sim","No"
"tarde","web","nublado","verao","sim","No"
"noite",NA,"nublado","verao","sim","No"
"noite","web","nublado","verao","sim","No"
"noite","ad campaign","nublado","verao","sim","No"
"noite","web","garoando","verao","sim","No"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite","direct","nublado","verao","sim","Yes"
"noite","web","nublado","verao","sim","Yes"
"noite","ad campaign","nublado","verao","sim","Yes"
"noite","blog","nublado","verao","sim","No"
"manha","twitter","nublado","verao","sim","Yes"
"manha","twitter","nublado","verao","sim","No"
"manha","facebook page","nublado","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","facebook page","claro","verao","sim","No"
"manha","ad campaign","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"tarde","web","claro","verao","sim","Yes"
"tarde","facebook page","claro","verao","sim","Yes"
"tarde","web","claro","verao","sim","Yes"
"tarde","twitter","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","direct","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","facebook page","claro","verao","sim","Yes"
"noite","blog","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"noite","ad campaign","claro","verao","sim","Yes"
"noite","web","claro","verao","sim","Yes"
"manha",NA,"nublado","verao","sim","Yes"
"manha","web","nublado","verao","sim","No"
"manha","web","nublado","verao","sim","No"
"manha","ad campaign","nublado","verao","sim","No"
"manha","ad campaign","claro","verao","sim","No"
"manha","web","claro","verao","sim","No"
"manha","ad campaign","claro","verao","sim","No"
"tarde","web","claro","verao","sim","Yes"
"tarde","web","claro","verao","sim","Yes"
"tarde","web","claro","verao","sim","Yes"
"tarde","direct","claro","verao","sim","No"
"tarde","web","claro","verao","sim","No"
"tarde","ad campaign","claro","verao","sim","No"
"tarde","twitter","claro","verao","sim","No"
"noite","facebook page","claro","verao","sim","No"
"noite","ad campaign","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","web","claro","verao","sim","No"
"noite","web","claro","outono","sim","No"
"noite","facebook page","claro","outono","sim","Yes"
"noite","ad campaign","claro","outono","sim","Yes"
"noite","web","claro","outono","sim","Yes"
"noite","ad campaign","claro","outono","sim","Yes"
"noite","ad campaign","claro","outono","sim","No"
"manha","twitter","nublado","outono","sim","Yes"
"manha","twitter","nublado","outono","sim","No"
"manha","blog","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
"manha","direct","claro","outono","sim","No"
"manha","direct","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
"tarde","web","claro","outono","sim","Yes"
"tarde","web","claro","outono","sim","Yes"
"tarde","ad campaign","claro","outono","sim","Yes"
"tarde","ad campaign","claro","outono","sim","No"
"tarde",NA,"claro","outono","sim","No"
"tarde","ad campaign","claro","outono","sim","No"
"tarde","ad campaign","claro","outono","sim","No"
"noite","blog","claro","outono","sim","No"
"noite","web","claro","outono","sim","No"
"noite","web","claro","outono","sim","No"
"noite","direct","claro","outono","sim","No"
"noite","direct","nublado","outono","sim","No"
"noite","web","claro","outono","sim","Yes"
"noite","web","claro","outono","sim","Yes"
"noite","web","claro","outono","sim","Yes"
"noite","web","nublado","outono","sim","Yes"
"noite","blog","nublado","outono","sim","Yes"
"manha","ad campaign","nublado","outono","sim","Yes"
"manha","ad campaign","claro","outono","sim","No"
"manha","direct","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
"manha","twitter","claro","outono","sim","No"
"tarde","facebook page","claro","outono","sim","No"
"tarde","ad campaign","claro","outono","sim","No"
"tarde","ad campaign","claro","outono","sim","No"
"tarde","web","claro","outono","sim","No"
"tarde","web","nublado","outono","sim","No"
"tarde","web","nublado","outono","sim","No"
"tarde","ad campaign","nublado","outono","sim","No"
"noite","ad campaign","nublado","outono","sim","No"
"noite","twitter","garoando","outono","sim","No"
"noite","ad campaign","claro","outono","sim","No"
"noite","ad campaign","nublado","outono","sim","No"
"noite","ad campaign","claro","outono","nao","No"
"noite","ad campaign","claro","outono","nao","No"
"noite","ad campaign","nublado","outono","nao","No"
"noite","direct","nublado","outono","nao","Yes"
"noite",NA,"nublado","outono","nao","Yes"
"noite","web","nublado","outono","nao","Yes"
"manha","web","claro","outono","nao","Yes"
"manha","web","claro","outono","nao","Yes"
"manha","direct","claro","outono","nao","Yes"
"manha","ad campaign","claro","outono","nao","No"
"manha","web","claro","outono","nao","No"
"manha","ad campaign","claro","outono","nao","No"
"manha","web","claro","outono","nao","No"
"tarde","twitter","claro","outono","nao","No"
"tarde","direct","claro","outono","nao","No"
"tarde","twitter","claro","outono","nao","No"
"tarde","direct","claro","outono","nao","No"
"tarde","facebook page","claro","outono","nao","No"
"tarde","ad campaign","claro","outono","nao","No"
"tarde","twitter","claro","outono","nao","No"
"noite","web","claro","outono","nao","No"
"noite","twitter","claro","outono","nao","No"
"noite","ad campaign","claro","outono","nao","No"
"noite","web","claro","outono","nao","No"
"noite","direct","claro","outono","nao","No"
"noite","ad campaign","nublado","outono","nao","No"
"noite","ad campaign","nublado","outono","nao","No"
"noite","facebook page","nublado","outono","nao","No"
"noite","web","nublado","outono","nao","Yes"
"noite","web","claro","outono","nao","Yes"
"manha",NA,"claro","outono","nao","Yes"
"manha","direct","claro","outono","nao","Yes"
"manha","web","claro","outono","nao","Yes"
"manha","facebook page","claro","outono","nao","No"
"manha","ad campaign","claro","outono","nao","No"
"manha","web","claro","outono","nao","No"
"manha","web","claro","outono","nao","No"
"tarde","ad campaign","claro","outono","nao","No"
"tarde","ad campaign","claro","outono","nao","No"
"tarde","ad campaign","claro","outono","nao","No"
"tarde","web","claro","outono","nao","No"
"tarde","web","claro","outono","nao","No"
"tarde","ad campaign","claro","outono","nao","No"
"tarde","web","claro","outono","nao","No"
"noite","web","claro","outono","nao","No"
"noite","ad campaign","claro","outono","nao","No"
"noite","web","claro","outono","nao","No"
"noite","web","claro","outono","nao","No"
"noite","facebook page","claro","outono","sim","No"
"noite","web","claro","outono","sim","Yes"
"noite","direct","claro","outono","sim","Yes"
"noite","ad campaign","claro","outono","sim","Yes"
"noite","ad campaign","claro","outono","sim","Yes"
"noite","facebook page","claro","outono","sim","Yes"
"manha","ad campaign","claro","outono","sim","Yes"
"manha","ad campaign","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
"manha","direct","claro","outono","sim","No"
"manha","ad campaign","claro","outono","sim","No"
"manha","ad campaign","nublado","outono","sim","No"
"tarde","web","claro","outono","sim","No"
"tarde","ad campaign","claro","outono","sim","Yes"
"tarde","twitter","claro","outono","sim","Yes"
"tarde","web","claro","outono","sim","No"
"tarde","web","claro","outono","sim","No"
"tarde","web","claro","outono","sim","No"
"tarde","web","claro","outono","sim","No"
"noite","web","claro","outono","sim","No"
"noite","ad campaign","claro","outono","sim","No"
"noite","ad campaign","claro","outono","sim","No"
"noite","ad campaign","claro","outono","sim","No"
"noite","facebook page","claro","outono","sim","No"
"noite","web","claro","outono","sim","Yes"
"noite","twitter","claro","outono","sim","Yes"
"noite","web","claro","outono","sim","Yes"
"noite","web","claro","outono","sim","Yes"
"noite","web","claro","outono","sim","Yes"
"manha","web","claro","outono","sim","Yes"
"manha","web","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
"manha","blog","claro","outono","sim","No"
"manha","facebook page","claro","outono","sim","No"
"manha","ad campaign","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
"tarde","direct","claro","outono","sim","No"
"tarde","web","claro","outono","sim","Yes"
"tarde","web","claro","outono","sim","No"
"tarde","web","claro","outono","sim","No"
"tarde","web","claro","outono","sim","No"
"tarde","ad campaign","claro","outono","sim","No"
"tarde","web","claro","outono","sim","No"
"noite",NA,"claro","outono","sim","No"
"noite","twitter","claro","outono","sim","No"
"noite","direct","claro","outono","sim","No"
"noite","facebook page","claro","outono","sim","No"
"noite","blog","claro","outono","sim","No"
"noite","web","claro","outono","sim","Yes"
"noite","ad campaign","claro","outono","sim","Yes"
"noite","ad campaign","claro","outono","sim","Yes"
"noite","ad campaign","claro","outono","sim","Yes"
"noite","ad campaign","claro","outono","sim","Yes"
"manha","facebook page","claro","outono","sim","Yes"
"manha","web","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
"manha","ad campaign","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
"manha","ad campaign","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
"tarde","web","claro","outono","sim","Yes"
"tarde","web","claro","outono","sim","Yes"
"tarde","web","claro","outono","sim","No"
"tarde","blog","claro","outono","sim","No"
"tarde","facebook page","claro","outono","sim","No"
"tarde","ad campaign","claro","outono","sim","No"
"tarde","direct","claro","outono","sim","No"
"noite","facebook page","claro","outono","sim","No"
"noite","web","claro","outono","sim","No"
"noite","web","claro","outono","sim","No"
"noite","twitter","claro","outono","sim","No"
"noite","web","claro","outono","sim","No"
"noite","facebook page","claro","outono","sim","Yes"
"noite","twitter","claro","outono","sim","Yes"
"noite","direct","claro","outono","sim","Yes"
"noite","ad campaign","claro","outono","sim","Yes"
"noite","web","claro","outono","sim","No"
"manha","web","claro","outono","sim","Yes"
"manha","web","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
"manha","twitter","claro","outono","sim","No"
"manha","web","claro","outono","sim","No"
